teryt_simc_code,teryt_ulic_code,teryt_street_name,osm_street_name
0924023,30090,1-go Maja,1 Maja
0977290,30090,1-go Maja,1 Maja
0025810,30090,1-go Maja,1 Maja
0199361,30090,1-go Maja,1 Maja
0975380,30090,1-go Maja,1 Maja
0936871,30090,1-go Maja,1 Maja
0922120,30090,1-go Maja,1 Maja
0956454,30090,1-go Maja,1 Maja
0980636,30090,1-go Maja,1 Maja
0921415,30090,1-go Maja,1 Maja
0942104,30090,1-go Maja,1 Maja
0930800,30090,1-go Maja,1 Maja
0934636,30090,1-go Maja,1 Maja
0950262,30090,1-go Maja,1 Maja
0988603,30090,1-go Maja,1 Maja
0943813,30090,1-go Maja,1 Maja
0814493,31819,11-go Listopada,11 Listopada
0938670,31819,11-go Listopada,11 Listopada
0051010,31819,11-go Listopada,11 Listopada
0974328,31819,11-go Listopada,11 Listopada
0920321,31819,11-go Listopada,11 Listopada
0957376,31819,11-go Listopada,11 Listopada
0972424,31819,11-go Listopada,11 Listopada
0974392,31819,11-go Listopada,11 Listopada
0920901,31819,11-go Listopada,11 Listopada
0941487,31819,11-go Listopada,11 Listopada
0921415,31819,11-go Listopada,11 Listopada
0521822,31819,11-go Listopada,11 Listopada
0921645,31819,11-go Listopada,11 Listopada
0981133,31819,11-go Listopada,11 Listopada
0935742,31819,11-go Listopada,11 Listopada
0980085,31819,11-go Listopada,11 Listopada
0943813,31819,11-go Listopada,11 Listopada
0968300,31819,11-go Listopada,11 Listopada
0954225,42461,17. Pułku Ułanów,17 Pułku Ułanów
0936871,33351,21-go Stycznia,21 Stycznia
0924023,30091,27-go Stycznia,27 Stycznia
0211808,29830,3-go Maja,3 Maja
0417728,29830,3-go Maja,3 Maja
0952841,29830,3-go Maja,3 Maja
0983126,29830,3-go Maja,3 Maja
0815239,29830,3-go Maja,3 Maja
0974328,29830,3-go Maja,3 Maja
0671645,29830,3-go Maja,3 Maja
0515840,29830,3-go Maja,3 Maja
0957382,29830,3-go Maja,3 Maja
0979113,29830,3-go Maja,3 Maja
0972424,29830,3-go Maja,3 Maja
0936871,29830,3-go Maja,3 Maja
0176176,29830,3-go Maja,3 Maja
0951570,29830,3-go Maja,3 Maja
0974529,29830,3-go Maja,3 Maja
0972447,29830,3-go Maja,3 Maja
0080111,29830,3-go Maja,3 Maja
0080140,29830,3-go Maja,3 Maja
0977054,29830,3-go Maja,3 Maja
0603224,29830,3-go Maja,3 Maja
0941487,29830,3-go Maja,3 Maja
0043593,29830,3-go Maja,3 Maja
0932880,29830,3-go Maja,3 Maja
0838039,29830,3-go Maja,3 Maja
0515968,29830,3-go Maja,3 Maja
0966330,29830,3-go Maja,3 Maja
0921415,29830,3-go Maja,3 Maja
0942104,29830,3-go Maja,3 Maja
0038965,29830,3-go Maja,3 Maja
0523212,29830,3-go Maja,3 Maja
0850135,29830,3-go Maja,3 Maja
0974937,29830,3-go Maja,3 Maja
0921645,29830,3-go Maja,3 Maja
0609847,29830,3-go Maja,3 Maja
0952077,29830,3-go Maja,3 Maja
0688427,29830,3-go Maja,3 Maja
0974966,29830,3-go Maja,3 Maja
0609907,29830,3-go Maja,3 Maja
0981133,29830,3-go Maja,3 Maja
0043676,29830,3-go Maja,3 Maja
0950262,29830,3-go Maja,3 Maja
0988603,29830,3-go Maja,3 Maja
0943813,29830,3-go Maja,3 Maja
0324760,29830,3-go Maja,3 Maja
0921958,29830,3-go Maja,3 Maja
0969400,54311,3. Pułku Lotniczego,3 Pułku Lotniczego
0954225,42436,55. Pułku Piechoty,55 Pułku Piechoty
0935699,46154,61. Brygady,61 Brygady
0982724,51992,63. Pułku Piechoty,63 Pułku Piechoty
0938670,11943,9-go Maja,9 Maja
0943813,11943,9-go Maja,9 Maja
0175120,36553,A. Abrahama,Antoniego Abrahama
0169354,36553,A. Abrahama,Antoniego Abrahama
0702720,33619,A. Asnyka,Adama Asnyka
0934694,33619,A. Asnyka,Adama Asnyka
0949359,33619,A. Asnyka,Adama Asnyka
0940163,33912,A. Bożka,Arki Bożka
0949690,35070,A. F. Modrzewskiego,Andrzeja Frycza Modrzewskiego
0937280,35070,A. F. Modrzewskiego,Andrzeja Frycza Modrzewskiego
0752326,35070,A. F. Modrzewskiego,Andrzeja Frycza Modrzewskiego
0846754,37175,A. Filemonowicza,Adama Filemonowicza
0218489,41087,A. Fredry,Aleksandra Fredry
0084988,28222,A. Hoffmana,Alfonsa Hoffmana
0934100,06764,A. Hryniewickiego,Antoniego Hryniewickiego
0482192,39856,A. K. Czartoryskiego,Adama Kazimierza Czartoryskiego
0975010,34419,A. Lewandowica Strzeżowczyka,Adama Lewandowica Strzeżowczyka
0160689,34032,A. Majkowskiego,Aleksandra Majkowskiego
0167912,34032,A. Majkowskiego,Aleksandra Majkowskiego
0740837,32579,A. Mickiewicza,Adama Mickiewicza
0492983,32579,A. Mickiewicza,Adama Mickiewicza
0957376,32579,A. Mickiewicza,Adama Mickiewicza
0364140,32579,A. Mickiewicza,Adama Mickiewicza
0495898,32579,A. Mickiewicza,Adama Mickiewicza
0414730,32579,A. Mickiewicza,Adama Mickiewicza
0186298,32579,A. Mickiewicza,Adama Mickiewicza
0850135,32579,A. Mickiewicza,Adama Mickiewicza
0947627,32579,A. Mickiewicza,Adama Mickiewicza
0949359,32579,A. Mickiewicza,Adama Mickiewicza
0967245,32579,A. Mickiewicza,Adama Mickiewicza
0141077,32579,A. Mickiewicza,Adama Mickiewicza
0941984,44201,A. Morsztyna,Andrzeja Morsztyna
0970810,02844,Chopina,Fryderyka Chopina
0223390,28792,A. Renarda,Andrzeja Renarda
0598990,37265,A. Rudawskiego,Adama Rudawskiego
0968078,46971,A. Słonimskiego,Antoniego Słonimskiego
0980926,34348,A. Struga,Andrzeja Struga
0987331,50601,A. Zawadzkiego,Aleksandra Zawadzkiego
0923472,42299,abp. gen. Mirona Chodakowskiego,Arcybiskupa Generała Mirona Chodakowskiego
0971436,51800,abp. Ignacego Krasickiego,Arcybiskupa Ignacego Krasickiego
0949359,31972,abp. Jakuba Świnki,Arcybiskupa Jakuba Świnki
0832864,00087,abp. Jerzego Ablewicza,Arcybiskupa Jerzego Ablewicza
0400113,07095,abp. Romualda Jałbrzykowskiego,Arcybiskupa Romualda Jałbrzykowskiego
0954685,34395,abp. Stablewskiego,Arcybiskupa Floriana Stablewskiego
0940335,44539,adm. Andrzeja Karwety,Admirała Andrzeja Karwety
0934100,38484,adm. J. Unruga,Admirała Józefa Unruga
0969400,23377,adm. Józefa Unruga,Admirała Józefa Unruga
0986283,23377,adm. Józefa Unruga,Admirała Józefa Unruga
0869583,47313,Al. 1 Maja,Aleja 1 Maja
0922410,48498,Al. 1000-lecia Państwa Polskiego,Aleja Tysiąclecia Państwa Polskiego
0928363,49518,al. Armii Krajowej,Aleja Armii Krajowej
0787490,53887,Al. Gen. Sikorskiego,Aleja Generała Władysława Sikorskiego
0953409,54367,Al. Jana Pawła II,Aleja Jana Pawła II
0957146,53003,Al. NSZZ Solidarność,"Aleja NSZZ ""Solidarność"""
0956744,57019,Al. Spacerowa,Aleja Spacerowa
0965720,49088,Al. Wojska Polskiego,Aleja Wojska Polskiego
0956744,49088,Al. Wojska Polskiego,Aleja Wojska Polskiego
0957146,49088,Al. Wojska Polskiego,Aleja Wojska Polskiego
0934903,52288,Al. Zwycięstwa,Aleja Zwycięstwa
0977309,56968,Al. Zwycięzców,Aleja Zwycięzców
0940890,50492,aleja Al. Matki Boskiej Różańcowej,Aleja Matki Boskiej Różańcowej
0937474,50425,aleja Al. Niepodległości,Aleja Niepodległości
0957650,48735,aleja Al. Pierwszej Dywizji,Aleja Pierwszej Dywizji
0959435,42516,aleja Aleje mjr. Henryka Sucharskiego,Aleje Majora Henryka Sucharskiego
0953510,52048,Aleja gen. Bronisława Prugara-Ketlinga,Aleja Generała Bronisława Prugara-Ketlinga
0983681,05360,aleja gen. Charlesa de Gaulle'a,Aleja Generała Charlesa de Gaulle'a
0950463,52772,aleja gen. Jana Skrzyneckiego,Aleja Generała Jana Skrzyneckiego
0933016,06482,aleja gen. Józefa Hallera,Aleja Generała Józefa Hallera
0986283,06482,aleja gen. Józefa Hallera,Aleja Generała Józefa Hallera
0956112,53757,Aleja gen. Ryszarda Kuklińskiego,Aleja Generała Ryszarda Kuklińskiego
0950463,52769,aleja gen. Tadeusza Bora-Komorowskiego,Aleja Generała Tadeusza Bora-Komorowskiego
0923584,51517,aleja gen. Władysława Andersa,Aleja Generała Władysława Andersa
0950463,51517,aleja gen. Władysława Andersa,Aleja Generała Władysława Andersa
0974133,19904,aleja gen. Władysława Sikorskiego,Aleja Generała Władysława Sikorskiego
0918123,45558,aleja gen. Władysława Sikorskiego,Aleja Generała Władysława Sikorskiego
0945491,19904,aleja gen. Władysława Sikorskiego,Aleja Generała Władysława Sikorskiego
0972192,45847,aleja im. Pułkownika Wojciecha Szczepańskiego,Aleja Pułkownika Wojciecha Szczepańskiego
0553733,54254,Aleja inż. Bohdana Łozińskiego,Aleja Inżyniera Bohdana Łozińskiego
0960390,52106,aleja inż. Nowotarskiego,Aleja Inżyniera Leona Nowotarskiego
0846760,34762,Aleja kard. Stefana Wyszyńskiego,Aleja Kardynała Stefana Wyszyńskiego
0977539,25101,aleja kard. Wyszyńskiego,Aleja Kardynała Stefana Wyszyńskiego
0943428,01396,aleja ks. Franciszka Blachnickiego,Aleja Księdza Franciszka Blachnickiego
0186298,17147,aleja ks. Jerzego Popiełuszki,Aleja Księdza Jerzego Popiełuszki
0984752,17147,aleja ks. Jerzego Popiełuszki,Aleja Księdza Jerzego Popiełuszki
0936569,49207,Aleja Ks. Jerzego Popiełuszki,Aleja Księdza Jerzego Popiełuszki
0934620,53633,aleja ks. Józefa Waląga,Aleja Księdza Józefa Waląga
0385862,28361,aleja ks. Józefa Żyszkiewicza,Aleja Księdza Józefa Żyszkiewicza
0932353,25112,aleja ks. kard. Stefana Wyszyńskiego,Aleja Księdza Kardynała Stefana Wyszyńskiego
0967647,50309,aleja ks. Kardynała Stefana Wyszyńskiego,Aleja Księdza Kardynała Stefana Wyszyńskiego
0957650,53741,aleja Ks. Kardynała Stefana Wyszyńskiego,Aleja Księdza Kardynała Stefana Wyszyńskiego
0969400,36270,aleja ks. Mieczysława Radziejewskiego,Aleja Księdza Mieczysława Radziejewskiego
0161370,49245,aleja ks. Myszkowskiego,Aleja Księdza Kazimierza Myszkowskiego
0928363,50190,aleja marsz. Józefa Piłsudskiego,Aleja Marszałka Józefa Piłsudskiego
0929902,16270,aleja marsz. Józefa Piłsudskiego,Aleja Marszałka Józefa Piłsudskiego
0609209,16270,aleja marsz. Józefa Piłsudskiego,Aleja Marszałka Józefa Piłsudskiego
0940335,50016,aleja marsz. Józefa Piłsudskiego,Aleja Marszałka Józefa Piłsudskiego
0954047,16270,aleja marsz. Józefa Piłsudskiego,Aleja Marszałka Józefa Piłsudskiego
0957650,16270,aleja marsz. Józefa Piłsudskiego,Aleja Marszałka Józefa Piłsudskiego
0934100,16267,aleja marsz. Piłsudskiego,Aleja Marszałka Józefa Piłsudskiego
0974133,09297,aleja mjr. Wacława Kopisto,Aleja Majora Wacława Kopisto
0950463,52776,aleja płk. Władysława Beliny-Prażmowskiego,Aleja Pułkownika Władysława Beliny-Prażmowskiego
0974133,10191,aleja prof. Adama Krzyżanowskiego,Aleja Profesora Adama Krzyżanowskiego
0949916,37905,Aleja prof. Leona Mroczkiewicza,Aleja Profesora Leona Mroczkiewicza
0939094,42123,Aleja św. Andrzeja Boboli,Aleja Świętego Andrzeja Boboli
0987294,00337,aleja św. Anny,Aleja Świętej Anny
0213859,42121,Aleja św. Elżbiety,Aleja Świętej Elżbiety
0977380,40776,Aleja św. Jakuba,Aleja Świętego Jakuba
0982724,47145,aleja św. Jana Pawła II,Aleja Świętego Jana Pawła II
0950026,52011,Aleja św. Jana Pawła II,Aleja Świętego Jana Pawła II
0983333,02844,Chopina,Fryderyka Chopina
0977309,32720,aleja św. Józefa,Aleja Świętego Józefa
0930609,40931,Aleja św. Katarzyny Aleksandryjskiej,Aleja Świętej Katarzyny Aleksandryjskiej
0977380,40777,Aleja św. Mikołaja,Aleja Świętego Mikołaja
0957650,53880,Aleja T. Kościuszki,Aleja Tadeusza Kościuszki
0928363,48469,Aleje Prof. Sylwestra Kaliskiego,Aleje Profesora Sylwestra Kaliskiego
0947308,53140,Antoniego Hedy ps. Szary,Antoniego Hedy ps. Szary
0964583,00467,Asnyka,Adama Asnyka
0949690,00467,Asnyka,Adama Asnyka
0920249,00467,Asnyka,Adama Asnyka
0928854,00467,Asnyka,Adama Asnyka
0050765,00467,Asnyka,Adama Asnyka
0939409,00467,Asnyka,Adama Asnyka
0493439,00467,Asnyka,Adama Asnyka
0005776,00467,Asnyka,Adama Asnyka
0930609,00467,Asnyka,Adama Asnyka
0975285,00467,Asnyka,Adama Asnyka
0965364,00467,Asnyka,Adama Asnyka
0625444,00467,Asnyka,Adama Asnyka
0964703,00467,Asnyka,Adama Asnyka
0920404,00467,Asnyka,Adama Asnyka
0931589,00467,Asnyka,Adama Asnyka
0222870,00467,Asnyka,Adama Asnyka
0795933,00467,Asnyka,Adama Asnyka
0967831,00467,Asnyka,Adama Asnyka
0936931,00467,Asnyka,Adama Asnyka
0940890,00467,Asnyka,Adama Asnyka
0170430,00467,Asnyka,Adama Asnyka
0220865,00467,Asnyka,Adama Asnyka
0059559,00467,Asnyka,Adama Asnyka
0166930,00467,Asnyka,Adama Asnyka
0974618,00467,Asnyka,Adama Asnyka
0921020,00467,Asnyka,Adama Asnyka
0964850,00467,Asnyka,Adama Asnyka
0935558,00467,Asnyka,Adama Asnyka
0932057,00467,Asnyka,Adama Asnyka
0988520,00467,Asnyka,Adama Asnyka
0977798,00467,Asnyka,Adama Asnyka
0140675,00467,Asnyka,Adama Asnyka
0941984,00467,Asnyka,Adama Asnyka
0937132,00467,Asnyka,Adama Asnyka
0934599,00467,Asnyka,Adama Asnyka
0921438,00467,Asnyka,Adama Asnyka
0059826,00467,Asnyka,Adama Asnyka
0966530,00467,Asnyka,Adama Asnyka
0937280,00467,Asnyka,Adama Asnyka
0286048,00467,Asnyka,Adama Asnyka
0949164,00467,Asnyka,Adama Asnyka
0968078,00467,Asnyka,Adama Asnyka
0977077,00467,Asnyka,Adama Asnyka
0967080,00467,Asnyka,Adama Asnyka
0551183,00467,Asnyka,Adama Asnyka
0929546,00467,Asnyka,Adama Asnyka
0947716,00467,Asnyka,Adama Asnyka
0949247,00467,Asnyka,Adama Asnyka
0981133,00467,Asnyka,Adama Asnyka
0296621,00467,Asnyka,Adama Asnyka
0988603,00467,Asnyka,Adama Asnyka
0988075,00467,Asnyka,Adama Asnyka
0975078,00467,Asnyka,Adama Asnyka
0926677,00467,Asnyka,Adama Asnyka
0967297,00467,Asnyka,Adama Asnyka
0921792,00467,Asnyka,Adama Asnyka
0988632,00467,Asnyka,Adama Asnyka
0988661,00467,Asnyka,Adama Asnyka
0953881,00467,Asnyka,Adama Asnyka
0987510,00467,Asnyka,Adama Asnyka
0937439,00467,Asnyka,Adama Asnyka
0940890,38806,B. Chrobrego,Bolesława Chrobrego
0308353,38806,B. Chrobrego,Bolesława Chrobrego
0846837,38806,B. Chrobrego,Bolesława Chrobrego
0938982,02944,B. Chwastowskiego,Bolesława Chwastowskiego
0977373,31720,B. Czecha,Bronisława Czecha
0745289,52404,B. Głowackiego,Bartosza Głowackiego
0966820,34984,B. i E. Hutten-Czapskich,Bogdana i Eleonor Hutten-Czapskich
0595387,39079,B. i J. Moraczewskich,Bibianny i Jędrzeja Moraczewskich
0702720,33622,B. Leśmiana,Bolesława Leśmiana
0702720,28169,B. Prusa,Bolesława Prusa
0940163,28169,B. Prusa,Bolesława Prusa
0308353,28169,B. Prusa,Bolesława Prusa
0988566,28169,B. Prusa,Bolesława Prusa
0752326,28169,B. Prusa,Bolesława Prusa
0897421,28169,B. Prusa,Bolesława Prusa
0171279,28169,B. Prusa,Bolesława Prusa
0923443,28169,B. Prusa,Bolesława Prusa
0167467,28169,B. Prusa,Bolesława Prusa
0975010,28169,B. Prusa,Bolesława Prusa
0988595,28169,B. Prusa,Bolesława Prusa
0915484,28169,B. Prusa,Bolesława Prusa
0930294,28169,B. Prusa,Bolesława Prusa
0987510,28169,B. Prusa,Bolesława Prusa
0935127,28169,B. Prusa,Bolesława Prusa
0949690,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0005776,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0222870,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0166887,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0967831,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0988460,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0974618,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0308353,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0588855,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0977798,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0921438,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0968078,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0982411,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0975760,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0921668,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0511634,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0982641,00566,Baczyńskiego,Krzysztofa Kamila Baczyńskiego
0977338,00761,Barlickiego,Norberta Barlickiego
0988394,00761,Barlickiego,Norberta Barlickiego
0975380,00761,Barlickiego,Norberta Barlickiego
0941139,00761,Barlickiego,Norberta Barlickiego
0931365,01010,Bema,Józefa Bema
0932710,01010,Bema,Józefa Bema
0539489,01010,Bema,Józefa Bema
0939473,01010,Bema,Józefa Bema
0977692,01010,Bema,Józefa Bema
0965364,01010,Bema,Józefa Bema
0002766,01010,Bema,Józefa Bema
0988402,01010,Bema,Józefa Bema
0920404,01010,Bema,Józefa Bema
0931589,01010,Bema,Józefa Bema
0175290,01010,Bema,Józefa Bema
0967831,01010,Bema,Józefa Bema
0931827,01010,Bema,Józefa Bema
0965677,01010,Bema,Józefa Bema
0979136,01010,Bema,Józefa Bema
0954550,01010,Bema,Józefa Bema
0974618,01010,Bema,Józefa Bema
0988520,01010,Bema,Józefa Bema
0937110,01010,Bema,Józefa Bema
0867087,01010,Bema,Józefa Bema
0937132,01010,Bema,Józefa Bema
0921438,01010,Bema,Józefa Bema
0965878,01010,Bema,Józefa Bema
0492836,01010,Bema,Józefa Bema
0968078,01010,Bema,Józefa Bema
0982411,01010,Bema,Józefa Bema
0986060,01010,Bema,Józefa Bema
0934694,01010,Bema,Józefa Bema
0519558,01010,Bema,Józefa Bema
0929546,01010,Bema,Józefa Bema
0935699,01010,Bema,Józefa Bema
0981133,01010,Bema,Józefa Bema
0921668,01010,Bema,Józefa Bema
0944149,01010,Bema,Józefa Bema
0926677,01010,Bema,Józefa Bema
0957620,01010,Bema,Józefa Bema
0387453,46477,Biskupa Wł. Gorala,Biskupa Władysława Gorala
0926996,34970,bł. abp. Józefa Bilczewskiego,Błogosławionego Arcybiskupa Józefa Bilczewskiego
0950144,27212,bł. Adolfa Kolpinga,Błogosławionego Adolfa Kolpinga
0957650,53838,Bł. Anastazego Pankiewicza,Błogosławionego Anastazego Pankiewicza
0949359,32085,bł. Bogumiła,Błogosławionego Bogumiła
0985786,37686,bł. Dominika Jędrzejewskiego,Błogosławionego Dominika Jędrzejewskiego
0938077,36191,bł. Edmunda Bojanowskiego,Błogosławionego Edmunda Bojanowskiego
0937474,36191,bł. Edmunda Bojanowskiego,Błogosławionego Edmunda Bojanowskiego
0982411,36191,bł. Edmunda Bojanowskiego,Błogosławionego Edmunda Bojanowskiego
0986283,21129,bł. Edyty Stein,Błogosławionej Edyty Stein
0057247,29187,bł. Faustyny,Błogosławionej Faustyny
0928363,49485,bł. Franciszka Dachtery,Błogosławionego Franciszka Dachtery
0928989,45421,bł. Jerzego Popiełuszki,Błogosławionego Jerzego Popiełuszki
0930868,07589,bł. Jolanty,Błogosławionej Jolanty
0970632,07590,bł. Jolenty,Błogosławionej Jolenty
0455462,50406,bł. Julii Rodzińskiej,Błogosławionej Julii Rodzińskiej
0983126,07703,bł. Juty,Błogosławionej Juty
0974133,36404,bł. Karoliny,Błogosławionej Karoliny
0953059,33393,bł. Karoliny Kózkówny,Błogosławionej Karoliny Kózkówny
0804490,51248,Bł. Karoliny Kózkówny,Błogosławionej Karoliny Kózkówny
0828035,51248,Bł. Karoliny Kózkówny,Błogosławionej Karoliny Kózkówny
0934100,07013,bł. Królowej Jadwigi,Błogosławionej Królowej Jadwigi
0977976,07013,bł. Królowej Jadwigi,Błogosławionej Królowej Jadwigi
0959263,07013,bł. Królowej Jadwigi,Błogosławionej Królowej Jadwigi
0922685,38143,bł. ks. Antoniego Beszty-Borowskiego,Błogosławionego Księdza Antoniego Beszty-Borowskiego
0941984,44203,bł. ks. J. Popiełuszki,Błogosławionego Księdza Jerzego Popiełuszki
0929546,43969,bł. ks. Jerzego Popiełuszki,Błogosławionego Księdza Jerzego Popiełuszki
0926996,43969,bł. ks. Jerzego Popiełuszki,Błogosławionego Księdza Jerzego Popiełuszki
0967162,54109,Bł. Ks. Jerzego Popiełuszki,Błogosławionego Księdza Jerzego Popiełuszki
0934100,35218,bł. ks. kmdr. ppor. Władysława Miegonia,Błogosławionego Księdza Komandora Podporucznika Władysława Miegonia
0974133,34491,bł. ks. Kowalskiego,Błogosławionego Księdza Kowalskiego
0094320,53417,bł. ks. Mariana Skrzypczaka,Błogosławionego Księdza Mariana Skrzypczaka
0974618,56477,Bł. ks. Romana Sitki,Błogosławionego Księdza Romana Sitki
0937474,32710,bł. ks. Stanisława Kubisty,Błogosławionego Księdza Stanisława Kubisty
0960154,40273,bł. Księdza Dańkowskiego,Błogosławionego Księdza Dańkowskiego
0954082,45972,bł. Luigiego Novarese,Błogosławionego Luigiego Novarese
0932710,35447,bł. Reginy Protmann,Błogosławionej Reginy Protmann
0099493,53415,bł. s. Marii Heliodory,Błogosławionej Siostry Marii Heliodory
0930868,19439,bł. Salomei,Błogosławionej Salomei
0951860,19439,bł. Salomei,Błogosławionej Salomei
0045681,27445,bł. Siostry Faustyny,Błogosławionej Siostry Faustyny
0928363,07758,bł. Wincentego Kadłubka,Błogosławionego Wincentego Kadłubka
0977976,07758,bł. Wincentego Kadłubka,Błogosławionego Wincentego Kadłubka
0986283,07758,bł. Wincentego Kadłubka,Błogosławionego Wincentego Kadłubka
0974133,49654,Bł. Władysława Findysza,Błogosławionego Władysława Findysza
0188890,51044,Błogosławionego Ks. Jerzego Popiełuszki,Błogosławionego Księdza Jerzego Popiełuszki
0939349,01585,Boguckiego,Teofila Boguckiego
0964583,44727,Boh. Monte Cassino,Bohaterów Monte Cassino
0934837,44727,Boh. Monte Cassino,Bohaterów Monte Cassino
0934100,01620,Boh. Starówki Warszawskiej,Bohaterów Starówki Warszawskiej
0964583,39566,Boh. Warszawy,Bohaterów Warszawy
0950262,39566,Boh. Warszawy,Bohaterów Warszawy
0946651,41741,Boh. Westerplatte,Bohaterów Westerplatte
0978852,41741,Boh. Westerplatte,Bohaterów Westerplatte
0922410,27644,Boya Żeleńskiego,Tadeusza Boya-Żeleńskiego
0957650,27644,Boya Żeleńskiego,Tadeusza Boya-Żeleńskiego
0846754,43011,bp. A. Szelążka,Biskupa Adolfa Szelążka
0937899,51705,bp. Adama Śmigielskiego,Biskupa Adama Śmigielskiego
0934620,28944,bp. Adama Stanisława Grabowskiego,Biskupa Adama Stanisława Grabowskiego
0970632,10712,bp. Antoniego Laubitza,Biskupa Antoniego Laubitza
0928989,10712,bp. Antoniego Laubitza,Biskupa Antoniego Laubitza
0986283,29465,bp. Bernarda Bogedaina,Biskupa Bernarda Bogedaina
0934100,04098,bp. Dominika,Biskupa Dominika
0977670,36253,bp. Edwarda Samsela,Biskupa Edwarda Samsela
0950463,28532,bp. Filipa Padniewskiego,Biskupa Filipa Padniewskiego
0325972,56433,bp. Floriana Janowskiego,Biskupa Floriana Janowskiego
0960697,54963,bp. Franciszka Bardy,Biskupa Franciszka Bardy
0924158,27442,bp. Franciszka Śniegonia,Biskupa Franciszka Śniegonia
0529999,45166,bp. Hieronima Wierzbowskiego,Biskupa Hieronima Wierzbowskiego
0980352,09828,bp. Ignacego Krasickiego,Biskupa Ignacego Krasickiego
0938806,09828,bp. Ignacego Krasickiego,Biskupa Ignacego Krasickiego
0934837,09828,bp. Ignacego Krasickiego,Biskupa Ignacego Krasickiego
0934984,09828,bp. Ignacego Krasickiego,Biskupa Ignacego Krasickiego
0986283,09828,bp. Ignacego Krasickiego,Biskupa Ignacego Krasickiego
0846790,37644,bp. J. Chrapka,Biskupa Jana Chrapka
0983652,29091,bp. Jana Dantyszka,Biskupa Jana Dantyszka
0985929,11360,bp. Jana Lubrańskiego,Biskupa Jana Lubrańskiego
0581103,11360,bp. Jana Lubrańskiego,Biskupa Jana Lubrańskiego
0529999,45167,bp. Jana Stanisława Witwickiego,Biskupa Jana Stanisława Witwickiego
0965789,07263,bp. Jarosława,Biskupa Jarosława
0974328,36470,bp. Józefa Pelczara,Biskupa Józefa Pelczara
0953059,15915,bp. Józefa Sebastiana Pelczara,Biskupa Józefa Sebastiana Pelczara
0974133,15915,bp. Józefa Sebastiana Pelczara,Biskupa Józefa Sebastiana Pelczara
0934837,44739,bp. K. Dominika,Biskupa Konstantego Dominika
0014640,30973,bp. K. Moszyńskiego,Biskupa Karola Moszyńskiego
0982457,23585,bp. Leona Wałęgi,Biskupa Leona Wałęgi
0253706,55819,Bp. M. Jaworskiego,Biskupa Mieczysława Jaworskiego
0167361,48572,bp. Marwicza,Biskupa Jana Nepomucena Marwicza
0929109,09699,bp. Michała Kozala,Biskupa Michała Kozala
0934100,14883,bp. Okoniewskiego,Biskupa Wojciecha Okoniewskiego
0846754,14883,bp. Okoniewskiego,Biskupa Wojciecha Okoniewskiego
0950463,33370,bp. Piotra Tomickiego,Biskupa Piotra Tomickiego
0597357,00118,bp. Stanisława Adamskiego,Biskupa Stanisława Adamskiego
0937400,00755,bp. Stefana Bareły,Biskupa Stefana Bareły
0986283,22847,bp. Tomasza Pierwszego,Biskupa Tomasza Pierwszego
0437300,23237,bp. Tylickiego,Biskupa Piotra Tylickiego
0935140,26733,bp. Wilhelma Pluty,Biskupa Wilhelma Pluty
0988661,26733,bp. Wilhelma Pluty,Biskupa Wilhelma Pluty
0949359,30250,bp. Wojciecha Owczarka,Biskupa Wojciecha Owczarka
0936457,54621,Br. Czecha,Bronisława Czecha
0952232,36542,Braci B. i W. Kordulów,Braci Bronisława i Władysława Kordulów
0964583,02120,Broniewskiego,Władysława Broniewskiego
0967647,02120,Broniewskiego,Władysława Broniewskiego
0733100,02120,Broniewskiego,Władysława Broniewskiego
0858480,02120,Broniewskiego,Władysława Broniewskiego
0176437,02120,Broniewskiego,Władysława Broniewskiego
0965252,02120,Broniewskiego,Władysława Broniewskiego
0700884,02120,Broniewskiego,Władysława Broniewskiego
0000780,02120,Broniewskiego,Władysława Broniewskiego
0924098,02120,Broniewskiego,Władysława Broniewskiego
0928854,02120,Broniewskiego,Władysława Broniewskiego
0493250,02120,Broniewskiego,Władysława Broniewskiego
0938982,02120,Broniewskiego,Władysława Broniewskiego
0006221,02120,Broniewskiego,Władysława Broniewskiego
0939409,02120,Broniewskiego,Władysława Broniewskiego
0939473,02120,Broniewskiego,Władysława Broniewskiego
0982167,02120,Broniewskiego,Władysława Broniewskiego
0084936,02120,Broniewskiego,Władysława Broniewskiego
